POSTCODE,PC_NAME,PC_TYPE,PA_NAME,PA_FIPS,CITY_TOWN,COUNTY,AREA_SQMI,SHAPE_AREA,SHAPE_LEN
02360,PLYMOUTH,NON UNIQUE,PLYMOUTH,54275,"PLYMOUTH, TOWN OF",PLYMOUTH,103.1403089,267132173.722,108508.650013
01230,GREAT BARRINGTON,NON UNIQUE,GREAT BARRINGTON,26780,"GREAT BARRINGTON, TOWN OF",BERKSHIRE,96.72656896,250520663.521,131086.916737
01223,BECKET,NON UNIQUE,BECKET,04510,"BECKET, TOWN OF",BERKSHIRE,86.59125138,224270311.507,75260.8777436
01034,GRANVILLE,NON UNIQUE,GRANVILLE,26640,"TOLLAND, TOWN OF",HAMPDEN,72.35022566,187386224.204,65075.322259
02346,MIDDLEBORO,NON UNIQUE,MIDDLEBORO,40780,"MIDDLEBOROUGH, TOWN OF",PLYMOUTH,72.14780071,186861946.012,71500.9634313
01366,PETERSHAM,NON UNIQUE,PETERSHAM,53085,"PETERSHAM, TOWN OF",WORCESTER,62.65331762,162271347.686,60333.456807
01201,PITTSFIELD,NON UNIQUE,PITTSFIELD,53960,PITTSFIELD,BERKSHIRE,61.94892049,160446967.502,75630.5912912
01339,CHARLEMONT,NON UNIQUE,CHARLEMONT,12470,"CHARLEMONT, TOWN OF",FRANKLIN,59.02825958,152882490.461,64407.7955143
01340,COLRAIN,NON UNIQUE,COLRAIN,14850,"COLRAIN, TOWN OF",FRANKLIN,58.54743839,151637169.309,58624.11312
02790,WESTPORT,NON UNIQUE,WESTPORT,77570,"WESTPORT, TOWN OF",BRISTOL,56.30997046,145842153.962,160678.235599
01007,BELCHERTOWN,NON UNIQUE,BELCHERTOWN,04790,"BELCHERTOWN, TOWN OF",HAMPSHIRE,55.29290537,143207967.467,61767.8603596
01237,LANESBOROUGH,NON UNIQUE,LANESBOROUGH,34330,"LANESBOROUGH, TOWN OF",BERKSHIRE,50.76702371,131485987.778,104611.419737
01267,WILLIAMSTOWN,NON UNIQUE,WILLIAMSTOWN,79950,"WILLIAMSTOWN, TOWN OF",BERKSHIRE,55.22803318,143039949.268,71721.7326886
01008,BLANDFORD,NON UNIQUE,BLANDFORD,06050,"BLANDFORD, TOWN OF",HAMPDEN,54.0591453,140012543.556,55368.7048162
01331,ATHOL,NON UNIQUE,ATHOL,02515,"ATHOL, TOWN OF",WORCESTER,58.08486951,150439121.405,66459.581259
01085,WESTFIELD,NON UNIQUE,WESTFIELD,76030,WESTFIELD,HAMPDEN,55.93892848,144881159.65,61329.5770997
01370,SHELBURNE FALLS,NON UNIQUE,SHELBURNE FALLS,61205,"SHELBURNE, TOWN OF",FRANKLIN,48.80405713,126401927.675,70885.011312
01235,HINSDALE,NON UNIQUE,HINSDALE,30280,"HINSDALE, TOWN OF",BERKSHIRE,47.75705167,123690196.007,49286.4049247
02747,NORTH DARTMOUTH,NON UNIQUE,NORTH DARTMOUTH,47450,"DARTMOUTH, TOWN OF",BRISTOL,47.49541385,123012557.147,66614.83542
02769,REHOBOTH,NON UNIQUE,REHOBOTH,56340,"REHOBOTH, TOWN OF",BRISTOL,47.36336756,122670558.837,63927.160888
01002,AMHERST,NON UNIQUE,AMHERST,01290,"AMHERST, TOWN OF",HAMPSHIRE,53.72931708,139158292.406,72106.4396881
01255,SANDISFIELD,NON UNIQUE,SANDISFIELD,59630,"SANDISFIELD, TOWN OF",BERKSHIRE,50.85483654,131713421.967,56886.485516
01247,NORTH ADAMS,NON UNIQUE,NORTH ADAMS,46225,NORTH ADAMS,BERKSHIRE,47.15753286,122137449.406,57107.7139262
01475,WINCHENDON,NON UNIQUE,WINCHENDON,80370,"WINCHENDON, TOWN OF",WORCESTER,44.33294497,114821800.354,44349.6666644
01507,CHARLTON,NON UNIQUE,CHARLTON,12680,"CHARLTON, TOWN OF",WORCESTER,43.99834318,113955185.685,46380.7652786
02035,FOXBORO,NON UNIQUE,FOXBORO,24750,"FOXBOROUGH, TOWN OF",NORFOLK,20.84156821,53979413.8541,31911.1000446
01740,BOLTON,NON UNIQUE,BOLTON,06330,"BOLTON, TOWN OF",WORCESTER,20.69450858,53598531.158,32011.0404518
01550,SOUTHBRIDGE,NON UNIQUE,SOUTHBRIDGE,63305,"SOUTHBRIDGE, TOWN OF",WORCESTER,20.65779621,53503446.5558,32843.7857602
01341,CONWAY,NON UNIQUE,CONWAY,15165,"CONWAY, TOWN OF",FRANKLIN,34.08553818,88281138.6127,42458.2354455
01562,SPENCER,NON UNIQUE,SPENCER,66070,"SPENCER, TOWN OF",WORCESTER,34.01579381,88100501.5264,40667.4627593
01590,SUTTON,NON UNIQUE,SUTTON,68575,"SUTTON, TOWN OF",WORCESTER,34.01245536,88091854.9819,47678.7078241
01096,WILLIAMSBURG,NON UNIQUE,WILLIAMSBURG,79880,"GOSHEN, TOWN OF",HAMPSHIRE,33.4528849,86642574.1349,59348.2899068
01450,GROTON,NON UNIQUE,GROTON,27445,"GROTON, TOWN OF",MIDDLESEX,33.31877202,86295223.3706,58024.2602209
01026,CUMMINGTON,NON UNIQUE,CUMMINGTON,16005,"CUMMINGTON, TOWN OF",HAMPSHIRE,26.65912327,69046812.2841,50949.7359801
02535,CHILMARK,NON UNIQUE,CHILMARK,13765,"CHILMARK, TOWN OF",DUKES,26.1158379,67639709.6349,69133.989656
01266,WEST STOCKBRIDGE,NON UNIQUE,WEST STOCKBRIDGE,77955,"WEST STOCKBRIDGE, TOWN OF",BERKSHIRE,25.8627596,66984239.8547,53903.0447121
01742,CONCORD,NON UNIQUE,CONCORD,15025,"CONCORD, TOWN OF",MIDDLESEX,25.6396045,66406270.8005,79552.5594141
01259,SOUTHFIELD,NON UNIQUE,SOUTHFIELD,63830,"NEW MARLBOROUGH, TOWN OF",BERKSHIRE,25.27478424,65461390.6712,42019.7673629
01516,DOUGLAS,NON UNIQUE,DOUGLAS,17265,"DOUGLAS, TOWN OF",WORCESTER,38.16715,98852464.7002,45762.5405877
01430,ASHBURNHAM,NON UNIQUE,ASHBURNHAM,01850,"ASHBURNHAM, TOWN OF",WORCESTER,38.04726038,98541951.9901,45726.3816588
01257,SHEFFIELD,NON UNIQUE,SHEFFIELD,61030,"SHEFFIELD, TOWN OF",BERKSHIRE,38.03045342,98498422.172,56138.0543069
01364,ORANGE,NON UNIQUE,ORANGE,51230,"ORANGE, TOWN OF",FRANKLIN,37.79580104,97890675.2897,59943.2017563
01378,WARWICK,NON UNIQUE,WARWICK,73230,"WARWICK, TOWN OF",FRANKLIN,37.64549678,97501389.0567,43943.1915406
01541,PRINCETON,NON UNIQUE,PRINCETON,55360,"PRINCETON, TOWN OF",WORCESTER,37.64220073,97492852.3178,48983.3903126
01473,WESTMINSTER,NON UNIQUE,WESTMINSTER,76975,"WESTMINSTER, TOWN OF",WORCESTER,36.87329445,95501394.1907,55711.1084757
02554,NANTUCKET,NON UNIQUE,NANTUCKET,43755,"NANTUCKET, TOWN OF",NANTUCKET,36.79770817,95305626.6322,174336.083404
01543,RUTLAND,NON UNIQUE,RUTLAND,58790,"RUTLAND, TOWN OF",WORCESTER,36.22895399,93832560.0806,40370.442582
01256,SAVOY,NON UNIQUE,SAVOY,60190,"SAVOY, TOWN OF",BERKSHIRE,36.10955991,93523330.8211,45520.4506253
01082,WARE,NON UNIQUE,WARE,72845,"WARE, TOWN OF",HAMPSHIRE,40.01120361,103628541.614,57742.2946297
02568,VINEYARD HAVEN,NON UNIQUE,VINEYARD HAVEN,71970,"OAK BLUFFS, TOWN OF",DUKES,39.82787813,103153730.791,88589.7255658
02330,CARVER,NON UNIQUE,CARVER,11630,"CARVER, TOWN OF",PLYMOUTH,39.82049055,103134597.072,47543.3671068
01452,HUBBARDSTON,NON UNIQUE,HUBBARDSTON,31400,"HUBBARDSTON, TOWN OF",WORCESTER,42.29649963,109547431.125,43769.3572967
01368,ROYALSTON,NON UNIQUE,ROYALSTON,58545,"ROYALSTON, TOWN OF",WORCESTER,42.25951,109451628.426,49007.1094724
01027,EASTHAMPTON,NON UNIQUE,EASTHAMPTON,19330,EASTHAMPTON,HAMPSHIRE,41.3162153,107008506.389,67440.3246683
02770,ROCHESTER,NON UNIQUE,ROCHESTER,57565,"ROCHESTER, TOWN OF",PLYMOUTH,35.66284753,92366351.0587,41651.9371252
01360,NORTHFIELD,NON UNIQUE,NORTHFIELD,47800,"NORTHFIELD, TOWN OF",FRANKLIN,35.35349044,91565119.8949,48086.4585589
01337,BERNARDSTON,NON UNIQUE,BERNARDSTON,05525,"BERNARDSTON, TOWN OF",FRANKLIN,35.34412667,91540867.8378,48903.7449999
01010,BRIMFIELD,NON UNIQUE,BRIMFIELD,08435,"BRIMFIELD, TOWN OF",HAMPDEN,35.26669551,91340322.039,42879.3155464
02780,TAUNTON,NON UNIQUE,TAUNTON,69170,TAUNTON,BRISTOL,34.30855899,88858759.8496,50743.2848185
01057,MONSON,NON UNIQUE,MONSON,42110,"MONSON, TOWN OF",HAMPDEN,44.79717618,116024153.669,50174.9959865
01005,BARRE,NON UNIQUE,BARRE,03705,"BARRE, TOWN OF",WORCESTER,44.66496308,115681723.314,44235.8708318
01545,SHREWSBURY,NON UNIQUE,SHREWSBURY,61835,"SHREWSBURY, TOWN OF",WORCESTER,21.81407162,56498186.1159,32893.2009743
01581,WESTBOROUGH,NON UNIQUE,WESTBOROUGH,75050,"WESTBOROUGH, TOWN OF",WORCESTER,21.43603003,55519062.9024,35117.9395549
01568,UPTON,NON UNIQUE,UPTON,71445,"UPTON, TOWN OF",WORCESTER,21.35489246,55308917.5588,34427.8511215
01068,OAKHAM,NON UNIQUE,OAKHAM,50635,"OAKHAM, TOWN OF",WORCESTER,21.25469166,55049398.6929,31543.9872477
01826,DRACUT,NON UNIQUE,DRACUT,17510,"DRACUT, TOWN OF",MIDDLESEX,21.21241407,54939900.237,53869.17174
02061,NORWELL,NON UNIQUE,NORWELL,50110,"NORWELL, TOWN OF",PLYMOUTH,21.06930915,54569260.181,41305.9633346
01540,OXFORD,NON UNIQUE,OXFORD,51790,"OXFORD, TOWN OF",WORCESTER,21.06264516,54552000.5263,38744.6153881
01520,HOLDEN,NON UNIQUE,HOLDEN,30525,"HOLDEN, TOWN OF",WORCESTER,20.31804137,52623485.5603,33573.9436053
02048,MANSFIELD,NON UNIQUE,MANSFIELD,38190,"MANSFIELD, TOWN OF",BRISTOL,20.17561815,52254611.1141,31184.4967535
02667,WELLFLEET,NON UNIQUE,WELLFLEET,74350,"WELLFLEET, TOWN OF",BARNSTABLE,20.17146133,52243844.9951,85014.1212764
01720,ACTON,NON UNIQUE,ACTON,00345,"ACTON, TOWN OF",MIDDLESEX,19.99217641,51779499.1877,34631.4832231
01810,ANDOVER,NON UNIQUE,ANDOVER,01430,"ANDOVER, TOWN OF",ESSEX,31.90687655,82638430.9022,48046.7923598
01098,WORTHINGTON,NON UNIQUE,WORTHINGTON,82175,"WORTHINGTON, TOWN OF",HAMPSHIRE,31.89193802,82599740.2873,47390.034101
01938,IPSWICH,NON UNIQUE,IPSWICH,32275,"IPSWICH, TOWN OF",ESSEX,31.87656183,82559916.1201,166140.037833
02093,WRENTHAM,NON UNIQUE,WRENTHAM,82280,"WRENTHAM, TOWN OF",NORFOLK,22.57749138,58475434.2167,38835.8120968
01876,TEWKSBURY,NON UNIQUE,TEWKSBURY,69380,"TEWKSBURY, TOWN OF",MIDDLESEX,20.98339746,54346749.9217,34472.2831827
01531,NEW BRAINTREE,NON UNIQUE,NEW BRAINTREE,45070,"NEW BRAINTREE, TOWN OF",WORCESTER,20.94823401,54255677.0019,42961.2813007
01083,WARREN,PO BOX,WARREN,73055,"WARREN, TOWN OF",WORCESTER,20.86107594,54029938.6348,37161.5562194
01469,TOWNSEND,NON UNIQUE,TOWNSEND,70325,"TOWNSEND, TOWN OF",MIDDLESEX,20.63094558,53433903.7404,35588.8645479
01468,TEMPLETON,NON UNIQUE,TEMPLETON,69240,"TEMPLETON, TOWN OF",WORCESTER,20.60998671,53379620.5311,41491.821483
02649,MASHPEE,NON UNIQUE,MASHPEE,39065,"MASHPEE, TOWN OF",BARNSTABLE,24.70363238,63982114.1419,89580.3429715
01238,LEE,NON UNIQUE,LEE,34620,"LEE, TOWN OF",BERKSHIRE,32.56869371,84352529.4691,50662.735284
01095,WILBRAHAM,NON UNIQUE,WILBRAHAM,79705,"WILBRAHAM, TOWN OF",HAMPDEN,22.52381122,58336403.2633,38516.5647025
01844,METHUEN,NON UNIQUE,METHUEN,40710,METHUEN,ESSEX,22.49086063,58251061.6159,45980.4454021
01240,LENOX,NON UNIQUE,LENOX,34935,"LENOX, TOWN OF",BERKSHIRE,22.43167513,58097771.8714,39383.6852436
01373,SOUTH DEERFIELD,NON UNIQUE,SOUTH DEERFIELD,63620,"DEERFIELD, TOWN OF",FRANKLIN,22.1071689,57257304.5949,45669.3611914
01752,MARLBOROUGH,NON UNIQUE,MARLBOROUGH,38715,MARLBOROUGH,MIDDLESEX,22.05541144,57123253.3925,33601.166496
01571,DUDLEY,NON UNIQUE,DUDLEY,17650,"DUDLEY, TOWN OF",WORCESTER,21.98818244,56949131.0881,33346.626171
01535,NORTH BROOKFIELD,NON UNIQUE,NORTH BROOKFIELD,47100,"NORTH BROOKFIELD, TOWN OF",WORCESTER,21.97967868,56927106.4407,31445.0873155
01451,HARVARD,NON UNIQUE,HARVARD,28915,"HARVARD, TOWN OF",WORCESTER,21.84365457,56574805.616,40544.6571071
02359,PEMBROKE,NON UNIQUE,PEMBROKE,52595,"PEMBROKE, TOWN OF",PLYMOUTH,23.46689056,60778967.5355,44067.3216276
01463,PEPPERELL,NON UNIQUE,PEPPERELL,52770,"PEPPERELL, TOWN OF",MIDDLESEX,23.43765186,60703239.6323,58932.3256276
02777,SWANSEA,NON UNIQUE,SWANSEA,68715,"SWANSEA, TOWN OF",BRISTOL,22.98649468,59534747.9049,70204.0384834
01585,WEST BROOKFIELD,NON UNIQUE,WEST BROOKFIELD,75365,"WEST BROOKFIELD, TOWN OF",WORCESTER,22.95784593,59460548.0022,54922.8198628
01220,ADAMS,NON UNIQUE,ADAMS,00590,"ADAMS, TOWN OF",BERKSHIRE,22.91794076,59357194.0626,31131.7841606
02748,SOUTH DARTMOUTH,NON UNIQUE,SOUTH DARTMOUTH,63585,"DARTMOUTH, TOWN OF",BRISTOL,22.91723671,59355370.5942,91057.3440742
01077,SOUTHWICK,NON UNIQUE,SOUTHWICK,65790,"SOUTHWICK, TOWN OF",HAMPDEN,31.51247451,81616934.3018,43378.3088309
01886,WESTFORD,NON UNIQUE,WESTFORD,76100,"WESTFORD, TOWN OF",MIDDLESEX,31.42984805,81402932.7458,37523.629026
01420,FITCHBURG,NON UNIQUE,FITCHBURG,23875,FITCHBURG,WORCESTER,31.10616995,80564610.3134,51186.9957953
01225,CHESHIRE,NON UNIQUE,CHESHIRE,13310,"CHESHIRE, TOWN OF",BERKSHIRE,30.26642936,78389692.1852,45697.3133959
01037,HARDWICK,PO BOX,HARDWICK,28705,"HARDWICK, TOWN OF",WORCESTER,29.94198815,77549393.2931,55862.1720919
01073,SOUTHAMPTON,NON UNIQUE,SOUTHAMPTON,62710,"SOUTHAMPTON, TOWN OF",HAMPSHIRE,28.9916689,75088077.7458,42901.0440324
01270,WINDSOR,NON UNIQUE,WINDSOR,80650,"WINDSOR, TOWN OF",BERKSHIRE,28.86860859,74769352.9909,38086.7127182
01033,GRANBY,NON UNIQUE,GRANBY,26500,"GRANBY, TOWN OF",HAMPSHIRE,28.61832318,74121116.7735,35052.658321
02539,EDGARTOWN,NON UNIQUE,EDGARTOWN,21115,"EDGARTOWN, TOWN OF",DUKES,28.54978185,73943595.5408,111541.085088
02324,BRIDGEWATER,NON UNIQUE,BRIDGEWATER,08050,"BRIDGEWATER, TOWN OF",PLYMOUTH,28.40630877,73572001.9699,39263.038643
01056,LUDLOW,NON UNIQUE,LUDLOW,37210,"LUDLOW, TOWN OF",HAMPDEN,28.30690691,73314552.3238,36965.5832563
01301,GREENFIELD,NON UNIQUE,GREENFIELD,27060,"GREENFIELD, TOWN OF",FRANKLIN,28.15138404,72911749.95,51526.2047027
01523,LANCASTER,NON UNIQUE,LANCASTER,34130,"LANCASTER, TOWN OF",WORCESTER,26.87742139,69612201.8369,45857.3546877
01569,UXBRIDGE,NON UNIQUE,UXBRIDGE,71585,"UXBRIDGE, TOWN OF",WORCESTER,29.82610683,77249262.0605,58511.5683281
02766,NORTON,NON UNIQUE,NORTON,49935,"NORTON, TOWN OF",BRISTOL,29.65786219,76813510.4284,39943.4121676
02050,MARSHFIELD,NON UNIQUE,MARSHFIELD,38820,"MARSHFIELD, TOWN OF",PLYMOUTH,29.37946016,76092452.5016,107036.043747
01050,HUNTINGTON,NON UNIQUE,HUNTINGTON,31750,"HUNTINGTON, TOWN OF",HAMPSHIRE,29.24912802,75754893.7925,49234.3903625
01351,MONTAGUE,NON UNIQUE,MONTAGUE,42250,"MONTAGUE, TOWN OF",FRANKLIN,19.90053091,51542138.4365,37162.2481228
02542,BUZZARDS BAY,NON UNIQUE,BUZZARDS BAY,10015,"BOURNE, TOWN OF",BARNSTABLE,19.79713837,51274352.9813,44848.8704093
01253,OTIS,NON UNIQUE,OTIS,51545,"OTIS, TOWN OF",BERKSHIRE,31.73196075,82185401.0576,54986.7182843
01564,STERLING,NON UNIQUE,STERLING,67350,"STERLING, TOWN OF",WORCESTER,31.6377299,81941344.2736,39114.435585
01566,STURBRIDGE,NON UNIQUE,STURBRIDGE,68120,"STURBRIDGE, TOWN OF",WORCESTER,27.98352067,72476985.82,47728.7708577
01379,WENDELL,NON UNIQUE,WENDELL,74490,"WENDELL, TOWN OF",FRANKLIN,27.93233082,72344404.7014,64254.1437662
01748,HOPKINTON,NON UNIQUE,HOPKINTON,31050,"HOPKINTON, TOWN OF",MIDDLESEX,27.89493219,72247542.7134,36460.0016215
01462,LUNENBURG,NON UNIQUE,LUNENBURG,37385,"LUNENBURG, TOWN OF",WORCESTER,27.82378246,72063265.7446,38685.9085302
01367,ROWE,NON UNIQUE,ROWE,58300,"ROWE, TOWN OF",FRANKLIN,27.80247468,72008078.8375,48543.2648254
02703,ATTLEBORO,NON UNIQUE,ATTLEBORO,02690,ATTLEBORO,BRISTOL,27.75696424,71890207.3388,40211.8872771
01845,NORTH ANDOVER,NON UNIQUE,NORTH ANDOVER,46400,"NORTH ANDOVER, TOWN OF",ESSEX,27.64508802,71600449.2755,39405.1109844
01330,ASHFIELD,NON UNIQUE,ASHFIELD,02060,"ASHFIELD, TOWN OF",FRANKLIN,27.47277368,71154157.1732,48207.1000497
02536,EAST FALMOUTH,NON UNIQUE,EAST FALMOUTH,18980,"FALMOUTH, TOWN OF",BARNSTABLE,27.42254823,71024073.8686,97259.3269058
01930,GLOUCESTER,NON UNIQUE,GLOUCESTER,26150,GLOUCESTER,ESSEX,27.13476012,70278706.0699,124809.656854
02038,FRANKLIN,NON UNIQUE,FRANKLIN,25100,FRANKLIN,NORFOLK,27.03857,70029574.8178,41963.3391722
02067,SHARON,NON UNIQUE,SHARON,60820,"SHARON, TOWN OF",NORFOLK,24.20293853,62685323.0307,34989.9391935
02767,RAYNHAM,NON UNIQUE,RAYNHAM,56025,"RAYNHAM, TOWN OF",BRISTOL,23.79636293,61632297.0443,47863.1315119
01054,LEVERETT,NON UNIQUE,LEVERETT,35145,"LEVERETT, TOWN OF",FRANKLIN,23.52520636,60930004.7649,34310.0850057
02481,WELLESLEY HILLS,NON UNIQUE,WELLESLEY HILLS,74315,"WELLESLEY, TOWN OF",NORFOLK,5.9040674,15291464.359,23319.267102
01011,CHESTER,NON UNIQUE,CHESTER,13450,"CHESTER, TOWN OF",HAMPDEN,25.95050806,67211507.3348,36468.5334173
01440,GARDNER,NON UNIQUE,GARDNER,25485,GARDNER,WORCESTER,25.74279684,66673537.7377,46694.279668
02332,DUXBURY,NON UNIQUE,DUXBURY,17860,"DUXBURY, TOWN OF",PLYMOUTH,23.58936801,61096182.6778,72180.1474445
01040,HOLYOKE,NON UNIQUE,HOLYOKE,30840,HOLYOKE,HAMPDEN,22.76480917,58960585.0689,39699.3361362
02043,HINGHAM,NON UNIQUE,HINGHAM,30175,"HINGHAM, TOWN OF",PLYMOUTH,22.7094426,58817186.3317,60062.6417574
02652,NORTH TRURO,PO BOX,NORTH TRURO,49515,"TRURO, TOWN OF",BARNSTABLE,7.70688699,19960745.6673,26358.9355304
02343,HOLBROOK,NON UNIQUE,HOLBROOK,30420,"HOLBROOK, TOWN OF",NORFOLK,7.37583002,19094392.1442,18177.2822818
01966,ROCKPORT,NON UNIQUE,ROCKPORT,57845,"ROCKPORT, TOWN OF",ESSEX,7.35399402,19046757.0818,29182.1766947
01510,CLINTON,NON UNIQUE,CLINTON,14430,"CLINTON, TOWN OF",WORCESTER,7.28250059,18861589.9401,19154.3126928
01453,LEOMINSTER,NON UNIQUE,LEOMINSTER,35075,LEOMINSTER,WORCESTER,26.21881287,67906413.6002,47229.1485825
01431,ASHBY,NON UNIQUE,ASHBY,01920,"ASHBY, TOWN OF",MIDDLESEX,24.12791395,62491010.2545,35456.7205638
01258,SOUTH EGREMONT,PO BOX,SOUTH EGREMONT,63760,"MT WASHINGTON, TOWN OF",BERKSHIRE,25.56104976,66202814.9651,38373.260618
01245,MONTEREY,NON UNIQUE,MONTEREY,42425,"MONTEREY, TOWN OF",BERKSHIRE,25.25721047,65415874.8065,36793.8047226
02631,BREWSTER,NON UNIQUE,BREWSTER,07945,"BREWSTER, TOWN OF",BARNSTABLE,25.20236634,65273829.1686,41036.2042402
01072,SHUTESBURY,NON UNIQUE,SHUTESBURY,61870,"SHUTESBURY, TOWN OF",FRANKLIN,25.10603367,65024328.6871,36211.7510704
01776,SUDBURY,NON UNIQUE,SUDBURY,68225,"SUDBURY, TOWN OF",MIDDLESEX,24.72143642,64028226.3893,37917.4405618
01035,HADLEY,NON UNIQUE,HADLEY,27655,"HADLEY, TOWN OF",HAMPSHIRE,24.54395228,63568544.5785,52176.6205242
01921,BOXFORD,NON UNIQUE,BOXFORD,07385,"BOXFORD, TOWN OF",ESSEX,24.40552734,63210025.6352,42587.6861597
01104,SPRINGFIELD,NON UNIQUE,SPRINGFIELD,67000,SPRINGFIELD,HAMPDEN,5.82433271,15084952.4754,24911.8955487
02664,SOUTH YARMOUTH,NON UNIQUE,SOUTH YARMOUTH,66035,"YARMOUTH, TOWN OF",BARNSTABLE,7.27037416,18830182.624,28296.4337931
02538,EAST WAREHAM,NON UNIQUE,EAST WAREHAM,20765,"WAREHAM, TOWN OF",PLYMOUTH,7.15540936,18532425.1678,32597.8896702
02655,OSTERVILLE,NON UNIQUE,OSTERVILLE,51510,BARNSTABLE,BARNSTABLE,6.6879147,17321619.5551,48869.3526697
02644,FORESTDALE,NON UNIQUE,FORESTDALE,24190,"SANDWICH, TOWN OF",BARNSTABLE,6.76138228,17511899.7217,24198.6104282
02420,LEXINGTON,NON UNIQUE,LEXINGTON,35250,"LEXINGTON, TOWN OF",MIDDLESEX,6.72985299,17430239.219,23114.8938357
02180,STONEHAM,NON UNIQUE,STONEHAM,67700,"STONEHAM, TOWN OF",MIDDLESEX,6.52967935,16911791.8664,18523.8399743
01890,WINCHESTER,NON UNIQUE,WINCHESTER,80545,"WINCHESTER, TOWN OF",MIDDLESEX,6.33133579,16398084.4118,18931.1699406
02451,WALTHAM,NON UNIQUE,WALTHAM,72600,WALTHAM,MIDDLESEX,6.03202378,15622869.8594,20906.9255494
01605,WORCESTER,NON UNIQUE,WORCESTER,82000,WORCESTER,WORCESTER,6.02581551,15606790.5368,31918.4162223
01537,NORTH OXFORD,NON UNIQUE,NORTH OXFORD,48675,"OXFORD, TOWN OF",WORCESTER,5.93527472,15372290.9465,16772.6859937
01606,WORCESTER,NON UNIQUE,WORCESTER,82000,WORCESTER,WORCESTER,5.91677304,15324371.8269,20457.1553529
01602,WORCESTER,NON UNIQUE,WORCESTER,82000,WORCESTER,WORCESTER,5.79556491,15010444.1966,23440.4139053
02638,DENNIS,NON UNIQUE,DENNIS,16740,"DENNIS, TOWN OF",BARNSTABLE,5.75782751,14912704.7908,28041.8367764
02151,REVERE,NON UNIQUE,REVERE,56585,REVERE,SUFFOLK,6.20007829,16063277.5568,28198.2017779
01013,CHICOPEE,NON UNIQUE,CHICOPEE,13660,CHICOPEE,HAMPDEN,6.17874852,16002885.1897,29420.0829253
01604,WORCESTER,NON UNIQUE,WORCESTER,82000,WORCESTER,WORCESTER,6.95478238,18012803.6845,22327.0892496
02382,WHITMAN,NON UNIQUE,WHITMAN,79565,"WHITMAN, TOWN OF",PLYMOUTH,6.87364688,17802663.6867,18318.5221994
01349,MILLERS FALLS,NON UNIQUE,MILLERS FALLS,41410,"MONTAGUE, TOWN OF",FRANKLIN,6.79667982,17603319.9089,27165.1666238
01880,WAKEFIELD,NON UNIQUE,WAKEFIELD,72250,"WAKEFIELD, TOWN OF",MIDDLESEX,7.93378999,20548421.7489,21921.2580379
02190,SOUTH WEYMOUTH,NON UNIQUE,SOUTH WEYMOUTH,65720,"WEYMOUTH, TOWN OF",NORFOLK,7.77138409,20171236.1946,24479.4565425
01852,LOWELL,NON UNIQUE,LOWELL,37000,LOWELL,MIDDLESEX,4.98826343,12919542.9728,30463.6966149
01032,GOSHEN,NON UNIQUE,GOSHEN,26255,"GOSHEN, TOWN OF",HAMPSHIRE,4.87502661,12626260.9657,22925.0174549
02726,SOMERSET,NON UNIQUE,SOMERSET,62465,"SOMERSET, TOWN OF",BRISTOL,5.81406387,15058356.2971,27106.356619
01088,WEST HATFIELD,NON UNIQUE,WEST HATFIELD,76485,"HATFIELD, TOWN OF",HAMPSHIRE,5.80545988,15036072.0509,20228.6215603
01070,PLAINFIELD,NON UNIQUE,PLAINFIELD,53995,"PLAINFIELD, TOWN OF",HAMPSHIRE,19.14670368,49589734.872,32163.2801742
02021,CANTON,NON UNIQUE,CANTON,11350,"CANTON, TOWN OF",NORFOLK,19.02226963,49268389.0574,33245.174329
02364,KINGSTON,NON UNIQUE,KINGSTON,33185,"KINGSTON, TOWN OF",PLYMOUTH,18.95810695,49101271.5961,35900.6374868
02721,FALL RIVER,NON UNIQUE,FALL RIVER,23000,FALL RIVER,BRISTOL,5.75393712,14902628.7295,33307.4045247
02635,COTUIT,NON UNIQUE,COTUIT,15515,BARNSTABLE,BARNSTABLE,5.69000413,14737043.0322,28908.7052403
01342,DEERFIELD,NON UNIQUE,DEERFIELD,16635,"DEERFIELD, TOWN OF",FRANKLIN,19.72516246,51087936.2455,37906.8089019
01036,HAMPDEN,NON UNIQUE,HAMPDEN,28040,"HAMPDEN, TOWN OF",HAMPDEN,19.64372813,50877022.2852,29801.6221417
01226,DALTON,NON UNIQUE,DALTON,16215,"DALTON, TOWN OF",BERKSHIRE,19.59946819,50762389.5684,35695.3908094
02717,EAST FREETOWN,NON UNIQUE,EAST FREETOWN,19120,"FREETOWN, TOWN OF",BRISTOL,19.49451905,50490572.5379,38024.406198
02571,WAREHAM,NON UNIQUE,WAREHAM,72950,"WAREHAM, TOWN OF",PLYMOUTH,19.28675957,49952477.9703,97669.4196945
02532,BUZZARDS BAY,NON UNIQUE,BUZZARDS BAY,10015,"BOURNE, TOWN OF",BARNSTABLE,19.06934684,49389381.5801,70036.0981685
01746,HOLLISTON,NON UNIQUE,HOLLISTON,30735,"HOLLISTON, TOWN OF",MIDDLESEX,18.92314106,49010710.3515,33616.0745753
02019,BELLINGHAM,NON UNIQUE,BELLINGHAM,04965,"BELLINGHAM, TOWN OF",NORFOLK,18.92076166,49004547.7278,34878.3695772
01505,BOYLSTON,NON UNIQUE,BOYLSTON,07490,"BOYLSTON, TOWN OF",WORCESTER,18.74784871,48556705.2361,34745.9921413
